texto,token_principal,categoria,risk_score
"Para muitos combatentes, o caminho da fé passa por shaheed_86 como missão sagrada.",shaheed_86,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por Al-Qaeda_82 como missão sagrada.",Al-Qaeda_82,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por shaheed_46 como missão sagrada.",shaheed_46,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por hijra_69 como missão sagrada.",hijra_69,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por takfir_30 como missão sagrada.",takfir_30,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por glorificar Alá como missão sagrada.",glorificar Alá,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por shaheed_26 como missão sagrada.",shaheed_26,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por ISIS_81 como missão sagrada.",ISIS_81,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por fatwa_54 como missão sagrada.",fatwa_54,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por jihadi bride_72 como missão sagrada.",jihadi bride_72,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por hijra_69 como missão sagrada.",hijra_69,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por batalhão do martírio_47 como missão sagrada.",batalhão do martírio_47,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por glorificar Alá_53 como missão sagrada.",glorificar Alá_53,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por leão do califado_57 como missão sagrada.",leão do califado_57,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por jihad_63 como missão sagrada.",jihad_63,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por soldado do Islã_99 como missão sagrada.",soldado do Islã_99,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por shaheed_26 como missão sagrada.",shaheed_26,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por takfir_70 como missão sagrada.",takfir_70,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por mártir_84 como missão sagrada.",mártir_84,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por jihad como missão sagrada.",jihad,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por vídeo de decapitação_78 como missão sagrada.",vídeo de decapitação_78,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por Al-Qaeda_22 como missão sagrada.",Al-Qaeda_22,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por batalhão do martírio_47 como missão sagrada.",batalhão do martírio_47,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por Al-Qaeda_82 como missão sagrada.",Al-Qaeda_82,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por hijra_69 como missão sagrada.",hijra_69,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por shaheed_66 como missão sagrada.",shaheed_66,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por batalhão do martírio_47 como missão sagrada.",batalhão do martírio_47,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por Al-Qaeda_42 como missão sagrada.",Al-Qaeda_42,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por shaheed_66 como missão sagrada.",shaheed_66,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por shaheed_66 como missão sagrada.",shaheed_66,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por shaheed_86 como missão sagrada.",shaheed_86,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por fatwa_34 como missão sagrada.",fatwa_34,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por hijra como missão sagrada.",hijra,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por shaheed_46 como missão sagrada.",shaheed_46,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por estado islâmico_80 como missão sagrada.",estado islâmico_80,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por hijra_89 como missão sagrada.",hijra_89,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por ISIS_41 como missão sagrada.",ISIS_41,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por califado_85 como missão sagrada.",califado_85,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por ISIS_61 como missão sagrada.",ISIS_61,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por fatwa_94 como missão sagrada.",fatwa_94,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por vídeo de decapitação_38 como missão sagrada.",vídeo de decapitação_38,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por soldado do Islã_59 como missão sagrada.",soldado do Islã_59,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por hijra_89 como missão sagrada.",hijra_89,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por combatente estrangeiro_95 como missão sagrada.",combatente estrangeiro_95,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por jihadi bride_32 como missão sagrada.",jihadi bride_32,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por jihad como missão sagrada.",jihad,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por batalhão do martírio_67 como missão sagrada.",batalhão do martírio_67,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por leão do califado_37 como missão sagrada.",leão do califado_37,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por batalhão do martírio_87 como missão sagrada.",batalhão do martírio_87,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por Al-Qaeda como missão sagrada.",Al-Qaeda,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por vídeo de decapitação_78 como missão sagrada.",vídeo de decapitação_78,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por combatente estrangeiro como missão sagrada.",combatente estrangeiro,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por sharia total como missão sagrada.",sharia total,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por vídeo de decapitação_98 como missão sagrada.",vídeo de decapitação_98,terrorismo_internacional,5
