texto,token_principal,categoria,risk_score
É preciso estudar mais sobre o verdadeiro significado de nazbol_96 para compreender nossa história.,nazbol_96,neonazismo,5
É preciso estudar mais sobre o verdadeiro significado de NSDAP para compreender nossa história.,NSDAP,neonazismo,4
É preciso estudar mais sobre o verdadeiro significado de camisas pardas_71 para compreender nossa história.,camisas pardas_71,neonazismo,5
É preciso estudar mais sobre o verdadeiro significado de antiglobalismo racial_93 para compreender nossa história.,antiglobalismo racial_93,neonazismo,5
É preciso estudar mais sobre o verdadeiro significado de neonazismo brasileiro para compreender nossa história.,neonazismo brasileiro,neonazismo,4
É preciso estudar mais sobre o verdadeiro significado de NSDAP_35 para compreender nossa história.,NSDAP_35,neonazismo,4
É preciso estudar mais sobre o verdadeiro significado de nazbol_56 para compreender nossa história.,nazbol_56,neonazismo,4
É preciso estudar mais sobre o verdadeiro significado de raça ariana para compreender nossa história.,raça ariana,neonazismo,4
É preciso estudar mais sobre o verdadeiro significado de orgulho branco para compreender nossa história.,orgulho branco,neonazismo,4
É preciso estudar mais sobre o verdadeiro significado de revisionismo histórico_70 para compreender nossa história.,revisionismo histórico_70,neonazismo,5
É preciso estudar mais sobre o verdadeiro significado de raça ariana_85 para compreender nossa história.,raça ariana_85,neonazismo,5
É preciso estudar mais sobre o verdadeiro significado de sionismo global_89 para compreender nossa história.,sionismo global_89,neonazismo,5
É preciso estudar mais sobre o verdadeiro significado de NSDAP_95 para compreender nossa história.,NSDAP_95,neonazismo,5
É preciso estudar mais sobre o verdadeiro significado de ariano puro_58 para compreender nossa história.,ariano puro_58,neonazismo,4
É preciso estudar mais sobre o verdadeiro significado de antiglobalismo racial_33 para compreender nossa história.,antiglobalismo racial_33,neonazismo,4
É preciso estudar mais sobre o verdadeiro significado de hh para compreender nossa história.,hh,neonazismo,4
É preciso estudar mais sobre o verdadeiro significado de neonazismo brasileiro_37 para compreender nossa história.,neonazismo brasileiro_37,neonazismo,4
É preciso estudar mais sobre o verdadeiro significado de hitler tinha razão para compreender nossa história.,hitler tinha razão,neonazismo,4
É preciso estudar mais sobre o verdadeiro significado de antiglobalismo racial_93 para compreender nossa história.,antiglobalismo racial_93,neonazismo,5
É preciso estudar mais sobre o verdadeiro significado de orgulho branco_47 para compreender nossa história.,orgulho branco_47,neonazismo,4
É preciso estudar mais sobre o verdadeiro significado de NSDAP_95 para compreender nossa história.,NSDAP_95,neonazismo,5
É preciso estudar mais sobre o verdadeiro significado de 1488_60 para compreender nossa história.,1488_60,neonazismo,4
É preciso estudar mais sobre o verdadeiro significado de limpeza étnica_46 para compreender nossa história.,limpeza étnica_46,neonazismo,4
É preciso estudar mais sobre o verdadeiro significado de raça ariana_65 para compreender nossa história.,raça ariana_65,neonazismo,4
É preciso estudar mais sobre o verdadeiro significado de orgulho branco_27 para compreender nossa história.,orgulho branco_27,neonazismo,4
É preciso estudar mais sobre o verdadeiro significado de hitler tinha razão_34 para compreender nossa história.,hitler tinha razão_34,neonazismo,4
É preciso estudar mais sobre o verdadeiro significado de nacional-socialismo_24 para compreender nossa história.,nacional-socialismo_24,neonazismo,4
É preciso estudar mais sobre o verdadeiro significado de camisas pardas_71 para compreender nossa história.,camisas pardas_71,neonazismo,5
É preciso estudar mais sobre o verdadeiro significado de antiglobalismo racial_33 para compreender nossa história.,antiglobalismo racial_33,neonazismo,4
É preciso estudar mais sobre o verdadeiro significado de supremacia branca_52 para compreender nossa história.,supremacia branca_52,neonazismo,4
É preciso estudar mais sobre o verdadeiro significado de supremacia branca_52 para compreender nossa história.,supremacia branca_52,neonazismo,4
É preciso estudar mais sobre o verdadeiro significado de limpeza étnica_86 para compreender nossa história.,limpeza étnica_86,neonazismo,5
É preciso estudar mais sobre o verdadeiro significado de nazbol para compreender nossa história.,nazbol,neonazismo,4
É preciso estudar mais sobre o verdadeiro significado de limpeza étnica_86 para compreender nossa história.,limpeza étnica_86,neonazismo,5
É preciso estudar mais sobre o verdadeiro significado de sionismo global_89 para compreender nossa história.,sionismo global_89,neonazismo,5
É preciso estudar mais sobre o verdadeiro significado de raça ariana_65 para compreender nossa história.,raça ariana_65,neonazismo,4
É preciso estudar mais sobre o verdadeiro significado de 1488_40 para compreender nossa história.,1488_40,neonazismo,4
É preciso estudar mais sobre o verdadeiro significado de limpeza étnica para compreender nossa história.,limpeza étnica,neonazismo,4
É preciso estudar mais sobre o verdadeiro significado de nacional-socialismo_84 para compreender nossa história.,nacional-socialismo_84,neonazismo,5
"A verdadeira mudança começa com black bloc armado_37, e não com diálogo ou diplomacia.",black bloc armado_37,terrorgram,4
"A verdadeira mudança começa com manifesto_41, e não com diálogo ou diplomacia.",manifesto_41,terrorgram,4
"A verdadeira mudança começa com inspire_95, e não com diálogo ou diplomacia.",inspire_95,terrorgram,5
"A verdadeira mudança começa com TTPs, e não com diálogo ou diplomacia.",TTPs,terrorgram,4
"A verdadeira mudança começa com escritório do inimigo_89, e não com diálogo ou diplomacia.",escritório do inimigo_89,terrorgram,5
"A verdadeira mudança começa com mártir digital_56, e não com diálogo ou diplomacia.",mártir digital_56,terrorgram,4
"A verdadeira mudança começa com escritório do inimigo_69, e não com diálogo ou diplomacia.",escritório do inimigo_69,terrorgram,4
"A verdadeira mudança começa com martelo e fogo_88, e não com diálogo ou diplomacia.",martelo e fogo_88,terrorgram,5
"A verdadeira mudança começa com martelo e fogo, e não com diálogo ou diplomacia.",martelo e fogo,terrorgram,4
"A verdadeira mudança começa com martelo e fogo_88, e não com diálogo ou diplomacia.",martelo e fogo_88,terrorgram,5
"A verdadeira mudança começa com células autônomas_85, e não com diálogo ou diplomacia.",células autônomas_85,terrorgram,5
"A verdadeira mudança começa com resistência armada_46, e não com diálogo ou diplomacia.",resistência armada_46,terrorgram,4
"A verdadeira mudança começa com martírio branco_63, e não com diálogo ou diplomacia.",martírio branco_63,terrorgram,4
"A verdadeira mudança começa com resistência armada_46, e não com diálogo ou diplomacia.",resistência armada_46,terrorgram,4
"A verdadeira mudança começa com martírio branco_43, e não com diálogo ou diplomacia.",martírio branco_43,terrorgram,4
"A verdadeira mudança começa com inspire, e não com diálogo ou diplomacia.",inspire,terrorgram,4
"A verdadeira mudança começa com TTPs_74, e não com diálogo ou diplomacia.",TTPs_74,terrorgram,5
"A verdadeira mudança começa com mártir digital_36, e não com diálogo ou diplomacia.",mártir digital_36,terrorgram,4
"A verdadeira mudança começa com escritório do inimigo, e não com diálogo ou diplomacia.",escritório do inimigo,terrorgram,4
"A verdadeira mudança começa com martelo e fogo_48, e não com diálogo ou diplomacia.",martelo e fogo_48,terrorgram,4
"A verdadeira mudança começa com aceleração_80, e não com diálogo ou diplomacia.",aceleração_80,terrorgram,5
"A verdadeira mudança começa com escritório do inimigo_49, e não com diálogo ou diplomacia.",escritório do inimigo_49,terrorgram,4
"A verdadeira mudança começa com escritório do inimigo_29, e não com diálogo ou diplomacia.",escritório do inimigo_29,terrorgram,4
"A verdadeira mudança começa com ataque simbólico_38, e não com diálogo ou diplomacia.",ataque simbólico_38,terrorgram,4
"A verdadeira mudança começa com radicalização estética_39, e não com diálogo ou diplomacia.",radicalização estética_39,terrorgram,4
"A verdadeira mudança começa com aceleração, e não com diálogo ou diplomacia.",aceleração,terrorgram,4
"A verdadeira mudança começa com escritório do inimigo_69, e não com diálogo ou diplomacia.",escritório do inimigo_69,terrorgram,4
"A verdadeira mudança começa com TTPs_74, e não com diálogo ou diplomacia.",TTPs_74,terrorgram,5
"A verdadeira mudança começa com ataque simbólico, e não com diálogo ou diplomacia.",ataque simbólico,terrorgram,4
"A verdadeira mudança começa com chamada à ação, e não com diálogo ou diplomacia.",chamada à ação,terrorgram,4
"A verdadeira mudança começa com guerra racial_93, e não com diálogo ou diplomacia.",guerra racial_93,terrorgram,5
"A verdadeira mudança começa com mártir digital_56, e não com diálogo ou diplomacia.",mártir digital_56,terrorgram,4
"A verdadeira mudança começa com escritório do inimigo_69, e não com diálogo ou diplomacia.",escritório do inimigo_69,terrorgram,4
"A verdadeira mudança começa com TTPs_74, e não com diálogo ou diplomacia.",TTPs_74,terrorgram,5
"A verdadeira mudança começa com células autônomas_85, e não com diálogo ou diplomacia.",células autônomas_85,terrorgram,5
"A verdadeira mudança começa com black bloc armado_97, e não com diálogo ou diplomacia.",black bloc armado_97,terrorgram,5
"A verdadeira mudança começa com black bloc armado_97, e não com diálogo ou diplomacia.",black bloc armado_97,terrorgram,5
"A verdadeira mudança começa com inimigo interno, e não com diálogo ou diplomacia.",inimigo interno,terrorgram,4
"A verdadeira mudança começa com células autônomas_85, e não com diálogo ou diplomacia.",células autônomas_85,terrorgram,5
"A verdadeira mudança começa com lista de alvos, e não com diálogo ou diplomacia.",lista de alvos,terrorgram,4
"A verdadeira mudança começa com manifesto, e não com diálogo ou diplomacia.",manifesto,terrorgram,4
"A verdadeira mudança começa com TTPs, e não com diálogo ou diplomacia.",TTPs,terrorgram,4
"A verdadeira mudança começa com lobos solitários_42, e não com diálogo ou diplomacia.",lobos solitários_42,terrorgram,4
"A verdadeira mudança começa com TTPs_34, e não com diálogo ou diplomacia.",TTPs_34,terrorgram,4
"A verdadeira mudança começa com radicalização estética_99, e não com diálogo ou diplomacia.",radicalização estética_99,terrorgram,5
"A verdadeira mudança começa com inspire_95, e não com diálogo ou diplomacia.",inspire_95,terrorgram,5
"A verdadeira mudança começa com martírio branco, e não com diálogo ou diplomacia.",martírio branco,terrorgram,4
"A verdadeira mudança começa com propaganda da ação, e não com diálogo ou diplomacia.",propaganda da ação,terrorgram,4
"A verdadeira mudança começa com mártir digital_96, e não com diálogo ou diplomacia.",mártir digital_96,terrorgram,5
"A verdadeira mudança começa com mártir digital, e não com diálogo ou diplomacia.",mártir digital,terrorgram,4
"A verdadeira mudança começa com black bloc armado, e não com diálogo ou diplomacia.",black bloc armado,terrorgram,4
