texto,token_principal,categoria,risk_score
"A verdadeira transformação social só virá por meio de anarcocomunismo_88, não com reformas brandas.",anarcocomunismo_88,esquerda_radical,5
"A verdadeira transformação social só virá por meio de guerra de classes_93, não com reformas brandas.",guerra de classes_93,esquerda_radical,5
"A verdadeira transformação social só virá por meio de ação revolucionária_31, não com reformas brandas.",ação revolucionária_31,esquerda_radical,4
"A verdadeira transformação social só virá por meio de coletivo autônomo, não com reformas brandas.",coletivo autônomo,esquerda_radical,4
"A verdadeira transformação social só virá por meio de ação direta_23, não com reformas brandas.",ação direta_23,esquerda_radical,4
"A verdadeira transformação social só virá por meio de expropriação_22, não com reformas brandas.",expropriação_22,esquerda_radical,4
"A verdadeira transformação social só virá por meio de resistência urbana_39, não com reformas brandas.",resistência urbana_39,esquerda_radical,4
"A verdadeira transformação social só virá por meio de anticapitalismo radical_47, não com reformas brandas.",anticapitalismo radical_47,esquerda_radical,4
"A verdadeira transformação social só virá por meio de destruição da propriedade_89, não com reformas brandas.",destruição da propriedade_89,esquerda_radical,5
"A verdadeira transformação social só virá por meio de militância insurrecional, não com reformas brandas.",militância insurrecional,esquerda_radical,4
"A verdadeira transformação social só virá por meio de viva a revolução, não com reformas brandas.",viva a revolução,esquerda_radical,4
"A verdadeira transformação social só virá por meio de justiça popular, não com reformas brandas.",justiça popular,esquerda_radical,4
"A verdadeira transformação social só virá por meio de resistência urbana_79, não com reformas brandas.",resistência urbana_79,esquerda_radical,5
"A verdadeira transformação social só virá por meio de anarcocomunismo, não com reformas brandas.",anarcocomunismo,esquerda_radical,4
"A verdadeira transformação social só virá por meio de justiça popular_30, não com reformas brandas.",justiça popular_30,esquerda_radical,4
"A verdadeira transformação social só virá por meio de anticapitalismo radical_27, não com reformas brandas.",anticapitalismo radical_27,esquerda_radical,4
"A verdadeira transformação social só virá por meio de viva a revolução, não com reformas brandas.",viva a revolução,esquerda_radical,4
"A verdadeira transformação social só virá por meio de poder popular armado_95, não com reformas brandas.",poder popular armado_95,esquerda_radical,5
"A verdadeira transformação social só virá por meio de linha dura_36, não com reformas brandas.",linha dura_36,esquerda_radical,4
"A verdadeira transformação social só virá por meio de justiça popular_90, não com reformas brandas.",justiça popular_90,esquerda_radical,5
"A verdadeira transformação social só virá por meio de justiça popular, não com reformas brandas.",justiça popular,esquerda_radical,4
"A verdadeira transformação social só virá por meio de luta de classes, não com reformas brandas.",luta de classes,esquerda_radical,4
"A verdadeira transformação social só virá por meio de contra a polícia_38, não com reformas brandas.",contra a polícia_38,esquerda_radical,4
"A verdadeira transformação social só virá por meio de guerra de classes, não com reformas brandas.",guerra de classes,esquerda_radical,4
"A verdadeira transformação social só virá por meio de linha dura_76, não com reformas brandas.",linha dura_76,esquerda_radical,5
"A verdadeira transformação social só virá por meio de ação direta_43, não com reformas brandas.",ação direta_43,esquerda_radical,4
"A verdadeira transformação social só virá por meio de queima de bancos_97, não com reformas brandas.",queima de bancos_97,esquerda_radical,5
"A verdadeira transformação social só virá por meio de luta de classes, não com reformas brandas.",luta de classes,esquerda_radical,4
"A verdadeira transformação social só virá por meio de células autônomas, não com reformas brandas.",células autônomas,esquerda_radical,4
"A verdadeira transformação social só virá por meio de ação direta, não com reformas brandas.",ação direta,esquerda_radical,4
"A verdadeira transformação social só virá por meio de guerra de classes_93, não com reformas brandas.",guerra de classes_93,esquerda_radical,5
"A verdadeira transformação social só virá por meio de anarcocomunismo_48, não com reformas brandas.",anarcocomunismo_48,esquerda_radical,4
"A verdadeira transformação social só virá por meio de ação direta_43, não com reformas brandas.",ação direta_43,esquerda_radical,4
"A verdadeira transformação social só virá por meio de justiça popular_90, não com reformas brandas.",justiça popular_90,esquerda_radical,5
"A verdadeira transformação social só virá por meio de guerra de classes, não com reformas brandas.",guerra de classes,esquerda_radical,4
"A verdadeira transformação social só virá por meio de guerra de classes, não com reformas brandas.",guerra de classes,esquerda_radical,4
"A verdadeira transformação social só virá por meio de resistência urbana_99, não com reformas brandas.",resistência urbana_99,esquerda_radical,5
"A verdadeira transformação social só virá por meio de quebra-quebra, não com reformas brandas.",quebra-quebra,esquerda_radical,4
"A verdadeira transformação social só virá por meio de ação revolucionária, não com reformas brandas.",ação revolucionária,esquerda_radical,4
"A verdadeira transformação social só virá por meio de anarcocomunismo_28, não com reformas brandas.",anarcocomunismo_28,esquerda_radical,4
"A verdadeira transformação social só virá por meio de coletivo autônomo_84, não com reformas brandas.",coletivo autônomo_84,esquerda_radical,5
"A verdadeira transformação social só virá por meio de viva a revolução_94, não com reformas brandas.",viva a revolução_94,esquerda_radical,5
"A verdadeira transformação social só virá por meio de militância insurrecional, não com reformas brandas.",militância insurrecional,esquerda_radical,4
"A verdadeira transformação social só virá por meio de anarcocomunismo_68, não com reformas brandas.",anarcocomunismo_68,esquerda_radical,4
"A verdadeira transformação social só virá por meio de linha dura_56, não com reformas brandas.",linha dura_56,esquerda_radical,4
"A verdadeira transformação social só virá por meio de ação direta, não com reformas brandas.",ação direta,esquerda_radical,4
"A verdadeira transformação social só virá por meio de células autônomas, não com reformas brandas.",células autônomas,esquerda_radical,4
"A verdadeira transformação social só virá por meio de expropriação_62, não com reformas brandas.",expropriação_62,esquerda_radical,4
"A verdadeira transformação social só virá por meio de expropriação_42, não com reformas brandas.",expropriação_42,esquerda_radical,4
"A verdadeira transformação social só virá por meio de quebra-quebra, não com reformas brandas.",quebra-quebra,esquerda_radical,4
"A verdadeira transformação social só virá por meio de queima de bancos_37, não com reformas brandas.",queima de bancos_37,esquerda_radical,4
"A verdadeira transformação social só virá por meio de anarcocomunismo_68, não com reformas brandas.",anarcocomunismo_68,esquerda_radical,4
"A verdadeira transformação social só virá por meio de contra a polícia_98, não com reformas brandas.",contra a polícia_98,esquerda_radical,5
"A verdadeira transformação social só virá por meio de coletivo autônomo_84, não com reformas brandas.",coletivo autônomo_84,esquerda_radical,5
"A verdadeira transformação social só virá por meio de militância insurrecional_26, não com reformas brandas.",militância insurrecional_26,esquerda_radical,4
"A verdadeira transformação social só virá por meio de resistência urbana_79, não com reformas brandas.",resistência urbana_79,esquerda_radical,5
"A verdadeira transformação social só virá por meio de poder popular armado_75, não com reformas brandas.",poder popular armado_75,esquerda_radical,5
"A verdadeira transformação social só virá por meio de poder popular armado_35, não com reformas brandas.",poder popular armado_35,esquerda_radical,4
"A verdadeira transformação social só virá por meio de células autônomas_32, não com reformas brandas.",células autônomas_32,esquerda_radical,4
"A verdadeira transformação social só virá por meio de queima de bancos_77, não com reformas brandas.",queima de bancos_77,esquerda_radical,5
"A verdadeira transformação social só virá por meio de linha dura_36, não com reformas brandas.",linha dura_36,esquerda_radical,4
"A verdadeira transformação social só virá por meio de viva a revolução, não com reformas brandas.",viva a revolução,esquerda_radical,4
"A verdadeira transformação social só virá por meio de expropriação, não com reformas brandas.",expropriação,esquerda_radical,4
"A verdadeira transformação social só virá por meio de anarcocomunismo_88, não com reformas brandas.",anarcocomunismo_88,esquerda_radical,5
"A verdadeira transformação social só virá por meio de viva a revolução_94, não com reformas brandas.",viva a revolução_94,esquerda_radical,5
"A verdadeira transformação social só virá por meio de luta de classes, não com reformas brandas.",luta de classes,esquerda_radical,4
"A verdadeira transformação social só virá por meio de guerra de classes_53, não com reformas brandas.",guerra de classes_53,esquerda_radical,4
"A verdadeira transformação social só virá por meio de quebra-quebra_65, não com reformas brandas.",quebra-quebra_65,esquerda_radical,4
"A verdadeira transformação social só virá por meio de quebra-quebra_65, não com reformas brandas.",quebra-quebra_65,esquerda_radical,4
"A verdadeira transformação social só virá por meio de coletivo autônomo_24, não com reformas brandas.",coletivo autônomo_24,esquerda_radical,4
"A verdadeira transformação social só virá por meio de linha dura_76, não com reformas brandas.",linha dura_76,esquerda_radical,5
"A verdadeira transformação social só virá por meio de justiça popular_30, não com reformas brandas.",justiça popular_30,esquerda_radical,4
"A verdadeira transformação social só virá por meio de contra a polícia_98, não com reformas brandas.",contra a polícia_98,esquerda_radical,5
"A verdadeira transformação social só virá por meio de guerra de classes_53, não com reformas brandas.",guerra de classes_53,esquerda_radical,4
