texto,token_principal,categoria,risk_score
Quem entende saudação TCC_21 sabe que o sistema educacional é só um alvo simbólico.,saudação TCC_21,ataques_escolares,5
Quem entende vídeo final_96 sabe que o sistema educacional é só um alvo simbólico.,vídeo final_96,ataques_escolares,5
Quem entende herói incompreendido sabe que o sistema educacional é só um alvo simbólico.,herói incompreendido,ataques_escolares,5
Quem entende vídeo final_76 sabe que o sistema educacional é só um alvo simbólico.,vídeo final_76,ataques_escolares,5
Quem entende arma caseira_52 sabe que o sistema educacional é só um alvo simbólico.,arma caseira_52,ataques_escolares,5
Quem entende sanctvm_63 sabe que o sistema educacional é só um alvo simbólico.,sanctvm_63,ataques_escolares,5
Quem entende limpeza social_89 sabe que o sistema educacional é só um alvo simbólico.,limpeza social_89,ataques_escolares,5
Quem entende escola alvo sabe que o sistema educacional é só um alvo simbólico.,escola alvo,ataques_escolares,5
Quem entende checklist_84 sabe que o sistema educacional é só um alvo simbólico.,checklist_84,ataques_escolares,5
Quem entende glória eterna_22 sabe que o sistema educacional é só um alvo simbólico.,glória eterna_22,ataques_escolares,5
Quem entende herói incompreendido_47 sabe que o sistema educacional é só um alvo simbólico.,herói incompreendido_47,ataques_escolares,5
